Header,Time,Gyro(X),Gyro(Y),Gyro(Z),Ang. Vel(X),Ang. Vel(Y),Ang. Vel(Z),Accel(X),Accel(Y),Accel(Z),Magn(X),Magn(Y),Magn(Z),Pressure,Temp(LPS),Humidity,Temp(HTS),GPS Fix,Latitude,Longitude,Altitude,Speed,Time,Timestamp,# of Satellites
30,4785082,53,-181,1004,-560,-840,-280,-15,148,967,-106,-210,-771,861.3400269,36.40000153,22.5,35.70000076,1,32.94128799,-106.895546,1407.599976,0,4785082,47,10
30,4785406,53,-181,1005,-560,-840,-280,-11,152,979,-108,-204,-777,861.4000244,36.40000153,22.5,35.70000076,1,32.94128799,-1.100000024,14,0,4785406,47,10
30,4785735,54,-181,1004,-560,-840,-280,-7,148,971,-105,-201,-769,861.2800293,36.40000153,22.5,35.70000076,1,32.94128799,-1.100000024,14,0,4785735,47,3
30,4786068,54,-181,1005,-560,-840,-280,0,152,971,-109,-202,-774,861.3300171,36.40000153,22.79999924,35.70000076,1,32.94128799,-1.100000024,14,0,4786068,53,3
30,4786392,54,-181,1004,-560,-840,-350,4,156,963,-100,-202,-772,861.3099976,36.40000153,22.79999924,35.70000076,1,32.93333435,-106.895546,1407.699951,0,4786392,47,3
30,4786720,53,-182,1003,-560,-840,-350,-15,152,983,-105,-196,-777,861.4099731,36.40000153,22.79999924,35.70000076,1,32.93333435,-106.895546,1407.699951,0,4786720,47,2
30,4787049,53,-182,1004,-560,-840,-280,-11,156,971,-103,-201,-777,861.3200073,36.40000153,22.60000038,35.70000076,1,32.93333435,-106.895546,1407.699951,0,4787049,47,2
30,4787373,52,-182,1003,-560,-840,-350,-19,152,963,-109,-199,-772,861.289978,36.40000153,22.60000038,35.70000076,1,32.93333435,-106.895546,1407.699951,0,4787373,46,2
30,4787706,54,-181,1003,-560,-840,-280,-7,152,971,-111,-204,-774,861.289978,36.40000153,22.60000038,35.70000076,1,32.93333435,-106.895546,1407.699951,0,4787706,53,2
30,4788034,53,-181,1005,-560,-840,-350,-7,152,959,-97,-198,-766,861.3900146,36.40000153,22.70000076,35.70000076,1,32.93333435,-106.895546,1407.699951,0,4788034,47,2
30,4788360,53,-181,1004,-560,-840,-350,8,152,967,-112,-199,-772,861.4000244,36.40000153,22.70000076,35.70000076,1,32.93333435,-106.895546,1407.800049,0,4788360,47,2
30,4788687,53,-181,1003,-560,-840,-280,-11,152,975,-96,-204,-768,861.3599854,36.40000153,22.70000076,35.70000076,1,32.93333435,-106.895546,1407.800049,0,4788687,47,3
30,4789021,53,-182,1003,-560,-840,-280,-7,152,983,-94,-213,-771,861.3200073,36.40000153,22.79999924,35.70000076,1,32.93333435,-106.895546,1407.800049,0,4789021,53,3
30,4789346,52,-182,1005,-560,-840,-350,-11,148,967,-114,-210,-772,861.4099731,36.40000153,22.79999924,35.70000076,1,32.93333435,-106.895546,1407.800049,0,4789346,46,3
30,4789673,53,-181,1005,-560,-840,-350,-11,148,959,-111,-210,-763,861.3699951,36.40000153,22.79999924,35.70000076,1,32.93333435,-106.895546,1407.800049,0,4789673,47,10
30,4790001,53,-182,1004,-560,-840,-280,-3,140,971,-96,-204,-766,861.3900146,36.40000153,22.60000038,35.70000076,1,32.93333435,-106.895546,1407.800049,0,4790001,47,10
30,4790331,53,-182,1004,-560,-840,-280,-22,148,979,-103,-219,-769,861.2700195,36.40000153,22.60000038,35.70000076,1,32.94128799,-106.8833313,1408,0,4790331,52,10
30,4790658,53,-182,1005,-560,-840,-280,-7,156,940,-100,-201,-771,861.3599854,36.40000153,22.60000038,35.70000076,1,32.94128799,-106.8833313,1408,0,4790658,47,1
30,4790996,53,-181,1004,-560,-840,-280,-11,156,975,-102,-207,-763,861.3300171,36.40000153,22.39999962,35.70000076,1,32.94128799,-106.8833313,1408,0,4790996,58,0
30,4791322,53,-182,1005,-560,-840,-350,-7,148,975,-100,-201,-766,861.4000244,36.40000153,22.39999962,35.70000076,1,32.94128799,-106.8833313,1408,0,4791322,46,0
30,4791655,53,-182,1003,-560,-840,-350,-11,137,971,-103,-208,-775,861.4400024,36.40000153,22.39999962,35.70000076,1,32.94128799,-106.8833313,1408,0,4791655,53,0
30,4791983,53,-181,1004,-560,-840,-280,-11,148,963,-100,-202,-778,861.3499756,36.40000153,22.79999924,35.70000076,1,32.94128799,-106.8833313,1408,0,4791983,47,2
30,4792309,53,-182,1004,-630,-840,-350,-7,152,975,-106,-198,-768,861.3200073,36.40000153,22.79999924,35.70000076,1,32.94128799,-106.8955002,1408.099976,0,4792309,46,2
30,4792636,53,-182,1004,-560,-840,-350,-11,148,967,-99,-210,-769,861.3900146,36.40000153,22.79999924,35.70000076,1,32.94128799,-106.8955002,1408.099976,0,4792636,48,10
30,4792964,54,-182,1004,-560,-910,-280,-11,148,975,-103,-205,-774,861.289978,36.40000153,22.79999924,35.70000076,1,32.94128799,-106.8955002,1408.099976,0,4792964,47,2
30,4793297,53,-181,1004,-490,-840,-350,-7,152,967,-111,-213,-771,861.3400269,36.40000153,22.70000076,35.70000076,1,32.94128799,-1.100000024,1,0,4793297,52,2
30,4793624,53,-182,1004,-630,-910,-350,0,152,975,-97,-202,-771,861.3699951,36.40000153,22.70000076,35.70000076,1,32.94128799,-1.100000024,1,0,4793624,47,10
30,4793951,53,-181,1004,-560,-840,-350,-15,148,967,-100,-204,-771,861.2199707,36.40000153,22.70000076,35.70000076,1,32.94128799,-1.100000024,1,0,4793951,47,2
30,4794277,53,-182,1004,-560,-840,-280,-11,156,983,-108,-202,-772,861.210022,36.40000153,22.39999962,35.70000076,1,32.94128799,-11.08333302,140,0,4794277,46,2
30,4794609,53,-182,1004,-560,-840,-280,-3,144,967,-105,-205,-774,861.2399902,36.40000153,22.39999962,35.70000076,1,32.94128799,-11.08333302,140,0,4794609,53,10
30,4794936,53,-181,1004,-630,-840,-350,-11,156,983,-103,-205,-775,861.3499756,36.40000153,22.39999962,35.70000076,1,32.94128799,-11.08333302,140,0,4794936,47,2
30,4795262,54,-181,1004,-560,-840,-280,-7,144,975,-99,-204,-768,861.4000244,36.40000153,22.29999924,35.79999924,0,32.93333435,-106.895546,1408.099976,0,4795262,46,2
30,4795588,53,-182,1004,-560,-840,-350,-11,148,971,-106,-198,-766,861.2399902,36.40000153,22.29999924,35.79999924,0,32.93333435,-106.895546,1408.099976,0,4795588,47,10
30,4795921,53,-182,1003,-560,-840,-280,-11,156,967,-94,-213,-762,861.3800049,36.40000153,22.29999924,35.79999924,0,32.93333435,-106.895546,1408.099976,0,4795921,53,2
30,4796249,53,-181,1004,-560,-840,-280,-11,152,975,-108,-210,-768,861.4099731,36.40000153,22.5,35.79999924,1,32.94128799,-106.8955307,1408.199951,0,4796249,46,2
30,4796575,53,-182,1005,-560,-910,-350,-7,152,975,-103,-211,-763,861.2600098,36.40000153,22.5,35.79999924,1,32.94128799,-106.8955307,1408.199951,0,4796575,48,10
30,4796903,53,-181,1004,-560,-840,-350,-7,152,979,-102,-207,-769,861.4500122,36.40000153,22.5,35.79999924,1,32.94128799,-106.8955307,1408.199951,0,4796903,47,2
30,4797230,54,-181,1003,-560,-910,-350,-11,156,975,-103,-204,-766,861.4000244,36.40000153,22.60000038,35.79999924,1,32.94128799,-106.8955307,1408.199951,0,4797230,47,2
30,4797551,53,-182,1004,-560,-840,-280,-3,152,979,-99,-214,-762,861.3400269,36.40000153,22.60000038,35.79999924,1,32.94128799,-106.895546,1408.099976,0,4797551,44,2
30,4797879,53,-181,1005,-560,-910,-280,-7,152,971,-100,-201,-768,861.4299927,36.40000153,22.60000038,35.79999924,1,32.94128799,-106.895546,1408.099976,0,4797879,47,10
30,4798218,54,-182,1004,-560,-840,-280,-15,152,971,-105,-210,-772,861.3599854,36.40000153,22.60000038,35.70000076,1,32.94128799,-106.895546,1408.099976,0,4798218,58,10
30,4798544,53,-181,1005,-630,-840,-280,-15,148,967,-103,-205,-759,861.3099976,36.40000153,22.60000038,35.70000076,1,32.94128799,-11.08333302,140,0,4798544,48,10
30,4798877,53,-182,1004,-560,-840,-350,-11,148,975,-100,-208,-774,861.3400269,36.40000153,22.60000038,35.70000076,1,32.94128799,-11.08333302,140,0,4798877,53,2
30,4799205,54,-181,1004,-560,-840,-280,-15,148,979,-103,-207,-768,861.2299805,36.40000153,22.39999962,35.79999924,1,32.94128799,-11.08333302,140,0,4799205,47,2
30,4799530,52,-181,1004,-630,-840,-280,-3,156,983,-108,-202,-768,861.2199707,36.40000153,22.39999962,35.79999924,0,32.93333435,-106.895546,1408.099976,0,4799530,48,10
30,4799858,53,-181,1003,-490,-840,-350,-11,152,967,-96,-204,-765,861.2999878,36.40000153,22.39999962,35.79999924,0,32.93333435,-106.895546,1408.099976,0,4799858,47,2
30,4800192,52,-182,1005,-630,-840,-350,-15,152,971,-106,-196,-778,861.3099976,36.40000153,22.39999962,35.79999924,0,32.93333435,-106.895546,1408.099976,0,4800192,53,2
30,4800517,54,-181,1005,-560,-910,-280,-7,160,963,-106,-199,-775,861.3499756,36.40000153,22.39999962,35.79999924,1,32.94128799,-106.895546,1408.199951,0,4800517,47,10
30,4800845,53,-182,1004,-560,-840,-350,-11,148,971,-108,-207,-769,861.3900146,36.40000153,22.39999962,35.79999924,1,32.94128799,-106.895546,1408.199951,0,4800845,47,2
30,4801173,53,-182,1004,-560,-840,-280,-15,152,983,-108,-204,-763,861.3200073,36.40000153,22.60000038,35.79999924,1,32.94128799,-106.895546,1408.199951,0,4801173,47,2
30,4801503,53,-182,1004,-560,-840,-350,-15,152,983,-96,-207,-768,861.2299805,36.40000153,22.60000038,35.79999924,1,32.94128799,-106.895546,1408.099976,0,4801503,53,2
30,4801831,53,-182,1005,-630,-840,-350,-19,156,971,-108,-198,-772,861.2999878,36.40000153,22.60000038,35.79999924,1,32.94128799,-106.895546,1408.099976,0,4801831,47,3
30,4802158,52,-182,1004,-560,-840,-350,-15,144,975,-102,-196,-772,861.1199951,36.40000153,22.70000076,35.79999924,1,32.94128799,-106.895546,1408.099976,0,4802158,47,3
30,4802483,54,-182,1004,-560,-840,-350,-15,148,963,-103,-204,-760,861.3599854,36.40000153,22.70000076,35.79999924,1,32.94128799,-106.895546,1408.099976,0,4802483,47,10
30,4802810,53,-181,1005,-560,-840,-280,-19,152,971,-102,-205,-765,861.3699951,36.40000153,22.70000076,35.79999924,1,32.94128799,-106.895546,1408.099976,0,4802810,47,10
30,4803144,53,-182,1005,-630,-840,-350,-15,148,967,-108,-204,-778,861.4000244,36.40000153,22.29999924,35.70000076,1,32.94128799,-106.895546,1408.099976,0,4803144,53,10
30,4803468,52,-181,1005,-630,-840,-280,-15,152,971,-100,-199,-765,861.289978,36.40000153,22.29999924,35.70000076,1,32.94128799,-106.8949966,1408.199951,0,4803468,47,10
30,4803796,54,-181,1005,-560,-840,-350,-7,152,975,-108,-202,-774,861.3400269,36.40000153,22.29999924,35.70000076,1,32.94128799,-106.8949966,1408.199951,0,4803796,47,2
30,4804123,53,-181,1003,-560,-840,-350,-3,156,967,-103,-202,-772,861.3900146,36.40000153,22.39999962,35.79999924,1,32.94128799,-106.8949966,1408.199951,0,4804123,47,2
30,4804454,52,-181,1005,-560,-840,-280,-7,160,971,-99,-213,-774,861.1799927,36.40000153,22.39999962,35.79999924,1,32.94128799,-106.8949966,1408.199951,0,4804454,53,2
30,4804781,53,-181,1005,-560,-840,-280,-15,144,971,-100,-208,-777,861.3800049,36.40000153,22.39999962,35.79999924,1,32.94128799,-106.8949966,1408.199951,0,4804781,47,3
30,4805109,53,-181,1005,-560,-840,-280,-15,148,963,-99,-210,-769,861.4000244,36.40000153,22.60000038,35.79999924,1,32.94128799,-106.8949966,1408.199951,0,4805109,47,3
30,4805433,53,-182,1004,-560,-840,-350,-15,148,963,-100,-210,-772,861.5,36.40000153,22.60000038,35.79999924,1,32.94128799,-106.8949966,1,0,4805433,47,3
30,4805766,53,-181,1005,-560,-840,-350,-7,156,975,-108,-208,-774,861.2800293,36.40000153,22.60000038,35.79999924,1,32.94128799,-106.8949966,1,0,4805766,53,9
30,4806094,54,-181,1005,-560,-840,-350,-7,152,979,-109,-210,-768,861.289978,36.40000153,22.60000038,35.79999924,1,32.94128799,-106.8949966,1,0,4806094,47,9
30,4806419,54,-183,1003,-560,-840,-350,8,148,963,-99,-208,-768,861.5200195,36.40000153,22.29999924,35.79999924,1,32.94128799,-106.8949966,1,0,4806419,47,9
30,4806746,52,-181,1004,-560,-840,-280,-7,152,952,-97,-204,-766,861.3499756,36.40000153,22.29999924,35.79999924,1,32.94128799,-106.8949966,1,0,4806746,47,3
30,4807080,54,-182,1004,-560,-910,-280,-15,156,983,-105,-210,-768,861.3699951,36.40000153,22.29999924,35.79999924,1,32.94128799,-106.8949966,1,0,4807080,53,3
30,4807404,53,-182,1004,-560,-840,-350,-19,144,956,-102,-211,-762,861.3200073,36.40000153,22.5,35.70000076,1,32.94128418,-106.8949966,0,0,4807404,47,3
30,4807732,53,-182,1005,-560,-840,-350,-11,152,975,-102,-210,-774,861.4000244,36.5,22.5,35.70000076,1,32.94128418,-106.8949966,0,0,4807732,47,3
30,4808060,53,-182,1004,-560,-840,-280,-7,152,975,-91,-193,-768,861.4099731,36.5,22.5,35.70000076,1,32.94128418,-106.8949966,0,0,4808060,47,3
30,4808384,53,-182,1004,-560,-840,-350,-11,152,971,-102,-207,-769,861.3800049,36.5,22.70000076,35.70000076,1,32.94128418,-106.8833313,1408,0,4808384,48,3
30,4808718,53,-183,1005,-560,-840,-280,-7,152,983,-111,-205,-763,861.460022,36.5,22.70000076,35.70000076,1,32.94128418,-106.8833313,1408,0,4808718,53,3
30,4809045,53,-182,1004,-560,-840,-350,-15,156,979,-103,-202,-766,861.3699951,36.5,22.70000076,35.70000076,1,32.94128418,-106.8833313,1408,0,4809045,47,3
30,4809369,53,-181,1005,-560,-840,-280,-15,156,971,-108,-201,-778,861.3699951,36.5,22.29999924,35.79999924,1,32.94128418,-106.8833313,1408,0,4809369,47,3
30,4809697,52,-181,1004,-560,-840,-280,-11,148,983,-111,-202,-762,861.3699951,36.5,22.29999924,35.79999924,1,32.94128418,-106.8833313,1408,0,4809697,47,3
30,4810031,53,-182,1004,-560,-840,-350,-11,148,963,-108,-202,-771,861.2800293,36.5,22.29999924,35.79999924,1,32.94128418,-106.8833313,1408,0,4810031,53,3
30,4810355,54,-182,1003,-560,-840,-280,-7,152,963,-99,-208,-771,861.289978,36.5,22.79999924,35.79999924,1,32.94128418,-1.100000024,14,0,4810355,47,3
30,4810683,53,-181,1004,-560,-910,-280,-7,152,963,-100,-202,-763,861.4099731,36.5,22.79999924,35.79999924,1,32.94128418,-1.100000024,14,0,4810683,47,3
30,4811011,54,-181,1004,-560,-840,-350,-15,144,967,-105,-204,-772,861.2700195,36.5,22.79999924,35.79999924,1,32.94128418,-1.100000024,14,0,4811011,47,3
30,4811351,52,-181,1005,-560,-840,-280,-7,152,967,-96,-205,-759,861.2999878,36.5,22.60000038,35.79999924,1,32.94128418,-1.100000024,14,0,4811351,62,3
30,4811680,53,-182,1004,-560,-910,-350,-7,160,975,-96,-207,-765,861.3300171,36.5,22.60000038,35.79999924,1,32.94128418,-1.100000024,14,0,4811680,48,0
30,4812008,54,-181,1004,-560,-840,-350,-11,148,956,-94,-211,-768,861.3499756,36.5,22.60000038,35.79999924,1,32.94128418,-1.100000024,14,0,4812008,47,0
30,4812332,54,-182,1003,-560,-840,-350,-15,152,975,-96,-205,-771,861.3300171,36.5,22.79999924,35.79999924,1,32.94128418,-106.8949966,1408,0,4812332,47,0
30,4812666,52,-181,1005,-560,-840,-350,-7,148,967,-103,-210,-771,861.4199829,36.5,22.79999924,35.79999924,1,32.94128418,-106.8949966,1408,0,4812666,53,2
30,4812994,52,-182,1003,-560,-840,-350,-3,144,983,-103,-207,-771,861.2999878,36.5,22.79999924,35.79999924,1,32.94128418,-106.8949966,1408,0,4812994,47,2
30,4813319,53,-182,1004,-560,-840,-280,-15,152,971,-108,-207,-771,861.3900146,36.5,22.29999924,35.79999924,1,32.94128418,-106.8949966,1409,0,4813319,47,2
30,4813646,53,-182,1004,-560,-840,-280,-15,148,971,-103,-208,-762,861.3099976,36.5,22.29999924,35.79999924,1,32.94128418,-106.8949966,1409,0,4813646,47,2
30,4813974,53,-182,1003,-560,-840,-280,-19,152,967,-105,-195,-768,861.3599854,36.40000153,22.29999924,35.79999924,1,32.94128418,-106.8949966,1409,0,4813974,47,2
30,4814304,53,-182,1004,-560,-910,-280,-7,148,967,-109,-205,-766,861.2700195,36.40000153,22.60000038,35.79999924,1,32.94128418,-106.8955307,1409,0,4814304,52,2
30,4814646,53,-182,1005,-490,-840,-280,-7,148,959,-102,-202,-768,861.3300171,36.40000153,22.60000038,35.79999924,1,32.94128418,-106.8955307,1409,0,4814646,60,2
30,4814974,53,-181,1003,-630,-910,-280,-19,152,979,-106,-196,-766,861.2800293,36.5,22.60000038,35.79999924,1,32.94128418,-106.8955307,1409,0,4814974,47,2
30,4815298,53,-182,1005,-560,-910,-280,-7,148,963,-108,-202,-771,861.3300171,36.5,23,35.79999924,1,32.94128418,-106.8955002,1409,0,4815298,46,2
30,4815632,52,-181,1004,-630,-840,-280,-7,148,979,-105,-202,-768,861.4099731,36.5,23,35.79999924,1,32.94128418,-106.8955002,1409,0,4815632,53,2
30,4815959,54,-182,1004,-560,-840,-350,-7,152,983,-103,-208,-762,861.3599854,36.5,23,35.79999924,1,32.94128418,-106.8955002,1409,0,4815959,47,2
30,4816284,53,-181,1004,-560,-840,-280,-11,156,975,-100,-202,-771,861.4199829,36.5,22,35.79999924,1,32.94128418,-106.8955002,1409,0,4816284,46,2
30,4816612,53,-182,1003,-560,-840,-350,-11,152,975,-105,-202,-759,861.3599854,36.5,22,35.79999924,1,32.94128418,-106.8955002,1409,0,4816612,47,2
30,4816945,53,-181,1003,-560,-840,-350,-15,148,975,-106,-201,-760,861.3599854,36.5,22,35.79999924,1,32.94128418,-106.8955002,1409,0,4816945,53,2
30,4817270,53,-182,1003,-560,-910,-350,-7,156,975,-103,-204,-771,861.2700195,36.5,22.79999924,35.79999924,1,32.94128418,-106.895546,1409,0,4817270,46,2
30,4817597,53,-181,1004,-630,-910,-280,-19,144,971,-109,-204,-763,861.4099731,36.5,22.79999924,35.79999924,1,32.94128418,-106.895546,1409,0,4817597,47,5
30,4817925,54,-181,1004,-560,-840,-350,-7,148,956,-103,-199,-763,861.2999878,36.5,22.79999924,35.79999924,1,32.94128418,-106.895546,1409,0,4817925,47,5
30,4818250,53,-182,1004,-560,-840,-280,-11,152,967,-100,-202,-768,861.3499756,36.5,22.89999962,35.79999924,1,32.94128418,-106.8955307,1409,0,4818250,46,5
30,4818574,53,-181,1005,-560,-840,-350,-15,152,967,-100,-205,-768,861.2999878,36.5,22.89999962,35.79999924,1,32.94128418,-106.8955307,1409,0,4818574,44,10
30,4818902,53,-182,1003,-630,-840,-280,-11,148,963,-112,-205,-775,861.3699951,36.5,22.89999962,35.79999924,1,32.94128418,-106.8955307,1409,0,4818902,48,0
30,4819228,53,-182,1005,-560,-840,-280,-7,148,975,-99,-195,-763,861.2999878,36.5,22.89999962,35.70000076,1,32.93999863,-106.895546,1409,0,4819228,46,0
30,4819554,53,-181,1003,-560,-840,-350,-7,148,959,-108,-202,-772,861.3599854,36.5,22.39999962,35.70000076,1,32.93999863,-106.895546,1409,0,4819554,47,10
30,4819888,54,-183,1005,-560,-840,-350,-15,156,959,-99,-211,-765,861.3099976,36.5,22.39999962,35.70000076,1,32.93999863,-106.895546,1409,0,4819888,53,2
30,4820214,53,-181,1005,-560,-840,-280,-7,144,963,-103,-210,-763,861.2700195,36.5,22.39999962,35.70000076,1,32.94128418,-1.100000024,14,0,4820214,46,2
30,4820540,53,-182,1005,-560,-840,-280,-19,152,956,-105,-207,-771,861.289978,36.5,22.60000038,35.79999924,1,32.94128418,-1.100000024,14,0,4820540,47,9
30,4820867,53,-183,1005,-560,-840,-350,-7,156,963,-100,-201,-771,861.1799927,36.5,22.60000038,35.79999924,1,32.94128418,-1.100000024,14,0,4820867,47,3
30,4821200,53,-181,1005,-560,-910,-350,-7,152,998,-105,-205,-766,861.289978,36.5,22.60000038,35.79999924,1,32.94128418,-106.895546,1409,0,4821200,52,3
30,4821526,53,-182,1004,-560,-840,-280,-15,152,956,-106,-208,-766,861.3400269,36.5,22.60000038,35.79999924,1,32.94128418,-106.895546,1409,0,4821526,47,3
30,4821854,53,-182,1004,-560,-840,-350,-19,144,944,-93,-205,-766,861.3400269,36.5,22.60000038,35.79999924,1,32.94128418,-106.895546,1409,0,4821854,47,2
30,4822181,53,-181,1005,-560,-840,-280,-7,148,983,-97,-210,-763,861.4099731,36.5,22.60000038,35.79999924,1,32.94128418,-106.895546,1409,0,4822181,47,2
30,4822512,53,-182,1005,-560,-840,-280,-15,152,983,-102,-205,-768,861.289978,36.5,22.39999962,35.79999924,1,32.93999863,-106.895546,1409,0,4822512,54,10
30,4822841,53,-182,1005,-560,-840,-280,0,152,963,-102,-207,-766,861.2700195,36.5,22.39999962,35.79999924,1,32.93999863,-106.895546,1409,0,4822841,47,2
30,4823168,54,-182,1005,-560,-840,-350,-7,152,979,-102,-210,-762,861.4099731,36.5,22.39999962,35.79999924,1,32.93999863,-106.895546,1409,0,4823168,47,2
30,4823493,53,-182,1004,-560,-840,-350,-11,156,963,-99,-202,-769,861.3300171,36.5,22.60000038,35.79999924,1,32.93999863,-106.895546,1408.900024,0,4823493,47,10
30,4823822,53,-182,1004,-560,-840,-280,-7,148,979,-114,-205,-760,861.3900146,36.5,22.60000038,35.79999924,1,32.93999863,-106.895546,1408.900024,0,4823822,47,2
30,4824154,53,-181,1004,-560,-840,-280,-7,148,963,-103,-204,-769,861.3499756,36.5,22.60000038,35.79999924,1,32.93999863,-106.895546,1408.900024,0,4824154,53,2
30,4824479,52,-181,1004,-560,-840,-280,0,144,956,-105,-202,-769,861.2800293,36.5,22.10000038,35.79999924,1,32.93999863,-106.895546,1408.900024,0,4824479,47,10
30,4824806,53,-181,1005,-560,-840,-350,0,144,967,-105,-205,-763,861.3300171,36.5,22.10000038,35.79999924,1,32.93999863,-106.895546,1408.900024,0,4824806,47,10
30,4825134,53,-182,1005,-560,-840,-350,-7,152,971,-102,-205,-768,861.3400269,36.5,22.10000038,35.79999924,1,32.93999863,-106.895546,1408.900024,0,4825134,47,10
30,4825465,53,-182,1005,-560,-840,-350,-11,144,967,-102,-207,-762,861.25,36.5,22.60000038,35.79999924,1,32.94128418,-106.895546,1408.800049,0,4825465,53,10
30,4825793,52,-182,1005,-490,-840,-280,-15,152,971,-100,-199,-766,861.3400269,36.5,22.60000038,35.79999924,1,32.94128418,-106.895546,1408.800049,0,4825793,47,2
30,4826121,53,-181,1004,-560,-840,-350,-3,152,983,-102,-201,-765,861.3900146,36.5,22.60000038,35.79999924,1,32.94128418,-106.895546,1408.800049,0,4826121,47,2
30,4826445,52,-181,1005,-560,-840,-280,-15,152,979,-97,-210,-769,861.3099976,36.5,22.60000038,35.79999924,1,32.94128418,-106.895546,1408.800049,0,4826445,47,0
30,4826779,53,-182,1006,-560,-840,-280,-19,148,979,-100,-211,-772,861.2399902,36.5,22.60000038,35.79999924,1,32.94128418,-106.895546,1408.800049,0,4826779,53,2
30,4827107,52,-182,1005,-560,-910,-350,-11,148,983,-103,-201,-762,861.3300171,36.5,22.60000038,35.79999924,1,32.94128418,-106.895546,1408.800049,0,4827107,47,2
30,4827431,53,-182,1004,-560,-840,-280,-11,148,987,-100,-208,-759,861.3499756,36.5,22.5,35.79999924,1,32.94128418,-106.895546,1408,0,4827431,47,10
30,4827759,53,-181,1005,-560,-840,-280,-15,148,995,-100,-214,-772,861.3099976,36.5,22.5,35.79999924,1,32.94128418,-106.895546,1408,0,4827759,47,0
30,4828092,52,-181,1004,-560,-840,-280,-22,152,967,-100,-210,-765,861.3599854,36.5,22.5,35.79999924,1,32.94128418,-106.895546,1408,0,4828092,53,0
30,4828416,53,-182,1004,-560,-840,-350,-15,144,963,-106,-199,-769,861.3400269,36.5,22.5,35.79999924,1,32.94128418,-106.895546,1408,0,4828416,47,10
30,4828744,53,-182,1005,-560,-840,-280,-7,148,979,-105,-204,-766,861.3900146,36.5,22.5,35.79999924,1,32.94128418,-106.895546,1408,0,4828744,47,10
30,4829072,53,-182,1004,-560,-840,-350,-7,152,983,-103,-198,-763,861.4199829,36.5,22.5,35.79999924,1,32.94128418,-106.895546,1408,0,4829072,47,10
30,4829396,53,-181,1004,-560,-840,-280,-3,160,971,-103,-204,-763,861.3800049,36.5,22.60000038,35.79999924,1,32.94128799,-1.100000024,14,0,4829396,47,10
30,4829729,53,-181,1004,-560,-840,-280,-7,152,967,-106,-199,-768,861.3300171,36.5,22.60000038,35.79999924,1,32.94128799,-1.100000024,14,0,4829729,53,2
30,4830057,54,-181,1004,-630,-840,-350,-15,152,971,-103,-205,-769,861.2999878,36.5,22.60000038,35.79999924,1,32.94128799,-1.100000024,14,0,4830057,47,2
30,4830381,53,-182,1004,-560,-840,-350,-11,148,971,-106,-205,-765,861.3499756,36.5,22.20000076,35.79999924,1,32.93333435,-106.895546,1408.400024,0,4830381,47,2
30,4830709,54,-181,1004,-560,-840,-350,-7,148,975,-102,-204,-762,861.3699951,36.5,22.20000076,35.79999924,1,32.93333435,-106.895546,1408.400024,0,4830709,47,2
30,4831055,53,-181,1005,-560,-840,-280,-19,152,975,-105,-207,-771,861.5,36.5,22.20000076,35.79999924,1,32.93333435,-106.895546,1408.400024,0,4831055,66,2
30,4831380,53,-182,1004,-560,-840,-280,-11,152,998,-97,-208,-760,861.3200073,36.5,22.5,35.79999924,0,32.93333435,-106.895546,1408.300049,0,4831380,47,2
30,4831719,52,-182,1004,-560,-840,-280,-7,160,979,-108,-201,-774,861.2999878,36.5,22.5,35.79999924,0,32.93333435,-106.895546,1408.300049,0,4831719,57,2
30,4832046,53,-182,1004,-560,-840,-350,-7,156,967,-105,-202,-778,861.1900024,36.5,22.5,35.79999924,0,32.93333435,-106.895546,1408.300049,0,4832046,47,2
30,4832376,53,-181,1004,-560,-840,-350,-3,148,948,-114,-193,-772,861.289978,36.5,22.5,35.79999924,1,32.94128799,-106.8955002,1408.300049,0,4832376,53,2
30,4832705,53,-182,1004,-560,-910,-280,-11,152,959,-103,-202,-766,861.3800049,36.5,22.5,35.79999924,1,32.94128799,-106.8955002,1408.300049,0,4832705,47,10
30,4833033,52,-182,1005,-560,-840,-350,-15,160,971,-103,-202,-765,861.3599854,36.5,22.5,35.79999924,1,32.94128799,-106.8955002,1408.300049,0,4833033,47,10
30,4833357,53,-182,1005,-560,-840,-350,-3,152,971,-103,-202,-763,861.4799805,36.5,22.5,35.79999924,1,32.94128799,-106.8955002,1408.300049,0,4833357,47,10
30,4833691,54,-181,1005,-560,-840,-280,-3,152,971,-109,-201,-766,861.2299805,36.5,22.39999962,35.79999924,1,32.94128799,-106.8955002,1408.300049,0,4833691,53,2
30,4834019,53,-182,1006,-630,-840,-280,-7,148,983,-108,-205,-768,861.289978,36.5,22.39999962,35.79999924,1,32.94128799,-106.8955002,1408.300049,0,4834019,47,2
30,4834344,53,-181,1004,-560,-840,-280,-7,156,971,-94,-199,-763,861.3499756,36.5,22.39999962,35.79999924,1,32.94128799,-11.08333302,14,0,4834344,47,2
30,4834671,54,-182,1005,-560,-910,-350,-11,144,971,-100,-208,-772,861.2399902,36.5,22.29999924,35.79999924,1,32.94128799,-11.08333302,14,0,4834671,47,2
30,4835000,53,-181,1004,-490,-840,-350,-15,156,971,-102,-199,-772,861.3099976,36.5,22.29999924,35.79999924,1,32.94128799,-11.08333302,14,0,4835000,48,2
